Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:32492, Schematic (Small Dusts)
gregtech:gt.metaitem.01:32495, Schematic (1x1)
gregtech:gt.metaitem.01:32496, Schematic (2x2)
gregtech:gt.metaitem.01:32497, Schematic (3x3)
gregtech:gt.metaitem.01:32498, Schematic (Dusts)
gregtech:gt.metaitem.01:32499, Tantalum Capacitor
gregtech:gt.metaitem.01:32499, Tantalum Capacitor
gregtech:gt.metaitem.01:32500, Small Battery Hull
gregtech:gt.metaitem.01:32501, Medium Battery Hull
gregtech:gt.metaitem.01:32502, Large Battery Hull
gregtech:gt.metaitem.01:32503, Small Sunnarium Battery (Empty)
gregtech:gt.metaitem.01:32504, Medium Sunnarium Battery (Empty)
gregtech:gt.metaitem.01:32505, Large Sunnarium Battery (Empty)
gregtech:gt.metaitem.01:32506, Medium Naquadria Battery (Empty)
gregtech:gt.metaitem.01:32507, Large Naquadria Battery (Empty)
gregtech:gt.metaitem.01:32510, Small Acid Battery
gregtech:gt.metaitem.01:32511, Small Mercury Battery
gregtech:gt.metaitem.01:32517, Small Cadmium Battery
gregtech:gt.metaitem.01:32517, Small Cadmium Battery
gregtech:gt.metaitem.01:32518, Small Lithium Battery
gregtech:gt.metaitem.01:32518, Small Lithium Battery
gregtech:gt.metaitem.01:32519, Small Sodium Battery
gregtech:gt.metaitem.01:32519, Small Sodium Battery
gregtech:gt.metaitem.01:32520, Medium Acid Battery
gregtech:gt.metaitem.01:32521, Medium Mercury Battery
gregtech:gt.metaitem.01:32527, Medium Cadmium Battery
gregtech:gt.metaitem.01:32527, Medium Cadmium Battery
gregtech:gt.metaitem.01:32528, Medium Lithium Battery
gregtech:gt.metaitem.01:32528, Medium Lithium Battery
gregtech:gt.metaitem.01:32529, Medium Sodium Battery
gregtech:gt.metaitem.01:32529, Medium Sodium Battery
gregtech:gt.metaitem.01:32530, Large Acid Battery
gregtech:gt.metaitem.01:32531, Large Mercury Battery
gregtech:gt.metaitem.01:32537, Large Cadmium Battery
gregtech:gt.metaitem.01:32537, Large Cadmium Battery
gregtech:gt.metaitem.01:32538, Large Lithium Battery
gregtech:gt.metaitem.01:32538, Large Lithium Battery
gregtech:gt.metaitem.01:32539, Large Sodium Battery
gregtech:gt.metaitem.01:32539, Large Sodium Battery
gregtech:gt.metaitem.01:32540, Small Sunnarium Battery
gregtech:gt.metaitem.01:32540, Small Sunnarium Battery
gregtech:gt.metaitem.01:32545, Medium Sunnarium Battery
gregtech:gt.metaitem.01:32545, Medium Sunnarium Battery
gregtech:gt.metaitem.01:32550, Large Sunnarium Battery
gregtech:gt.metaitem.01:32550, Large Sunnarium Battery
gregtech:gt.metaitem.01:32555, Medium Naquadria Battery
gregtech:gt.metaitem.01:32555, Medium Naquadria Battery
gregtech:gt.metaitem.01:32560, Large Naquadria Battery
gregtech:gt.metaitem.01:32560, Large Naquadria Battery
gregtech:gt.metaitem.01:32561, Small Neutronium Battery (Empty)
gregtech:gt.metaitem.01:32562, Medium Neutronium Battery (Empty)
gregtech:gt.metaitem.01:32563, Large Neutronium Battery (Empty)
gregtech:gt.metaitem.01:32564, Medium Plasma Battery (Empty)
gregtech:gt.metaitem.01:32565, Large Plasma Battery (Empty)
gregtech:gt.metaitem.01:32570, Small Neutronium Battery
gregtech:gt.metaitem.01:32570, Small Neutronium Battery
gregtech:gt.metaitem.01:32575, Medium Neutronium Battery
gregtech:gt.metaitem.01:32575, Medium Neutronium Battery
gregtech:gt.metaitem.01:32577, Fluid Storage Monitor Cover
gregtech:gt.metaitem.01:32580, Large Neutronium Battery
gregtech:gt.metaitem.01:32580, Large Neutronium Battery
gregtech:gt.metaitem.01:32585, Medium Infinity Battery
gregtech:gt.metaitem.01:32585, Medium Infinity Battery
gregtech:gt.metaitem.01:32590, Large Infinity Battery
gregtech:gt.metaitem.01:32590, Large Infinity Battery
gregtech:gt.metaitem.01:32594, Extremely Ultimate Battery
gregtech:gt.metaitem.01:32594, Extremely Ultimate Battery
gregtech:gt.metaitem.01:32595, Electric Motor (UEV)
gregtech:gt.metaitem.01:32596, Electric Motor (UHV)
gregtech:gt.metaitem.01:32597, Lapotronic Energy Orb
gregtech:gt.metaitem.01:32597, Lapotronic Energy Orb
gregtech:gt.metaitem.01:32598, Zero Point Module
gregtech:gt.metaitem.01:32599, Lapotronic Energy Orb Cluster
gregtech:gt.metaitem.01:32599, Lapotronic Energy Orb Cluster
gregtech:gt.metaitem.01:32600, Electric Motor (LV)
gregtech:gt.metaitem.01:32601, Electric Motor (MV)
gregtech:gt.metaitem.01:32602, Electric Motor (HV)
gregtech:gt.metaitem.01:32603, Electric Motor (EV)
gregtech:gt.metaitem.01:32604, Electric Motor (IV)
gregtech:gt.metaitem.01:32605, Ultimate Battery
gregtech:gt.metaitem.01:32605, Ultimate Battery
gregtech:gt.metaitem.01:32606, Electric Motor (LuV)
gregtech:gt.metaitem.01:32607, Electric Motor (ZPM)
gregtech:gt.metaitem.01:32608, Electric Motor (UV)
gregtech:gt.metaitem.01:32609, Really Ultimate Battery
gregtech:gt.metaitem.01:32609, Really Ultimate Battery
gregtech:gt.metaitem.01:32610, Electric Pump (LV)
gregtech:gt.metaitem.01:32611, Electric Pump (MV)
gregtech:gt.metaitem.01:32612, Electric Pump (HV)
gregtech:gt.metaitem.01:32613, Electric Pump (EV)
gregtech:gt.metaitem.01:32614, Electric Pump (IV)
gregtech:gt.metaitem.01:32615, Electric Pump (LuV)
gregtech:gt.metaitem.01:32616, Electric Pump (ZPM)
gregtech:gt.metaitem.01:32617, Electric Pump (UV)
gregtech:gt.metaitem.01:32618, Electric Pump (UHV)
gregtech:gt.metaitem.01:32619, Electric Pump (UEV)
gregtech:gt.metaitem.01:32620, Steam Valve (LV)
gregtech:gt.metaitem.01:32621, Steam Valve (MV)
gregtech:gt.metaitem.01:32622, Steam Valve (HV)
gregtech:gt.metaitem.01:32623, Steam Valve (EV)
gregtech:gt.metaitem.01:32624, Steam Valve (IV)
gregtech:gt.metaitem.01:32630, Conveyor Module (LV)
gregtech:gt.metaitem.01:32631, Conveyor Module (MV)
gregtech:gt.metaitem.01:32632, Conveyor Module (HV)
gregtech:gt.metaitem.01:32633, Conveyor Module (EV)
gregtech:gt.metaitem.01:32634, Conveyor Module (IV)
gregtech:gt.metaitem.01:32635, Conveyor Module (LuV)
gregtech:gt.metaitem.01:32636, Conveyor Module (ZPM)
gregtech:gt.metaitem.01:32637, Conveyor Module (UV)
gregtech:gt.metaitem.01:32638, Conveyor Module (UHV)
gregtech:gt.metaitem.01:32639, Conveyor Module (UEV)
gregtech:gt.metaitem.01:32640, Electric Piston (LV)
gregtech:gt.metaitem.01:32641, Electric Piston (MV)
gregtech:gt.metaitem.01:32642, Electric Piston (HV)
gregtech:gt.metaitem.01:32643, Electric Piston (EV)
gregtech:gt.metaitem.01:32644, Electric Piston (IV)
gregtech:gt.metaitem.01:32645, Electric Piston (LuV)
gregtech:gt.metaitem.01:32646, Electric Piston (ZPM)
gregtech:gt.metaitem.01:32647, Electric Piston (UV)
gregtech:gt.metaitem.01:32648, Electric Piston (UHV)
gregtech:gt.metaitem.01:32649, Electric Piston (UEV)
gregtech:gt.metaitem.01:32650, Robot Arm (LV)
gregtech:gt.metaitem.01:32651, Robot Arm (MV)
gregtech:gt.metaitem.01:32652, Robot Arm (HV)
gregtech:gt.metaitem.01:32653, Robot Arm (EV)
gregtech:gt.metaitem.01:32654, Robot Arm (IV)
gregtech:gt.metaitem.01:32655, Robot Arm (LuV)
gregtech:gt.metaitem.01:32656, Robot Arm (ZPM)
gregtech:gt.metaitem.01:32657, Robot Arm (UV)
gregtech:gt.metaitem.01:32658, Robot Arm (UHV)
gregtech:gt.metaitem.01:32659, Robot Arm (UEV)
gregtech:gt.metaitem.01:32660, Fluid Regulator (LV)
gregtech:gt.metaitem.01:32661, Fluid Regulator (MV)
gregtech:gt.metaitem.01:32662, Fluid Regulator (HV)
gregtech:gt.metaitem.01:32663, Fluid Regulator (EV)
gregtech:gt.metaitem.01:32664, Fluid Regulator (IV)
gregtech:gt.metaitem.01:32665, Fluid Regulator (LuV)
gregtech:gt.metaitem.01:32666, Fluid Regulator (ZPM)
gregtech:gt.metaitem.01:32667, Fluid Regulator (UV)
gregtech:gt.metaitem.01:32668, Living Crystal Chip
gregtech:gt.metaitem.01:32669, Fluid Filter Cover
gregtech:gt.metaitem.01:32670, Field Generator (LV)
gregtech:gt.metaitem.01:32671, Field Generator (MV)
gregtech:gt.metaitem.01:32672, Field Generator (HV)
gregtech:gt.metaitem.01:32673, Field Generator (EV)
gregtech:gt.metaitem.01:32674, Field Generator (IV)
gregtech:gt.metaitem.01:32675, Field Generator (LuV)
gregtech:gt.metaitem.01:32676, Field Generator (ZPM)
gregtech:gt.metaitem.01:32677, Field Generator (UV)
gregtech:gt.metaitem.01:32678, Field Generator (UHV)
gregtech:gt.metaitem.01:32679, Field Generator (UEV)
gregtech:gt.metaitem.01:32680, Emitter (LV)
gregtech:gt.metaitem.01:32681, Emitter (MV)
gregtech:gt.metaitem.01:32682, Emitter (HV)
gregtech:gt.metaitem.01:32683, Emitter (EV)
gregtech:gt.metaitem.01:32684, Emitter (IV)
gregtech:gt.metaitem.01:32685, Emitter (LuV)
gregtech:gt.metaitem.01:32686, Emitter (ZPM)
gregtech:gt.metaitem.01:32687, Emitter (UV)
gregtech:gt.metaitem.01:32688, Emitter (UHV)
gregtech:gt.metaitem.01:32689, Emitter (UEV)
gregtech:gt.metaitem.01:32690, Sensor (LV)
gregtech:gt.metaitem.01:32691, Sensor (MV)
gregtech:gt.metaitem.01:32692, Sensor (HV)
gregtech:gt.metaitem.01:32693, Sensor (EV)
gregtech:gt.metaitem.01:32694, Sensor (IV)
gregtech:gt.metaitem.01:32695, Sensor (LuV)
gregtech:gt.metaitem.01:32696, Sensor (ZPM)
gregtech:gt.metaitem.01:32697, Sensor (UV)
gregtech:gt.metaitem.01:32698, Sensor (UHV)
gregtech:gt.metaitem.01:32699, Sensor (UEV)
gregtech:gt.metaitem.01:32700, Vacuum Tube
gregtech:gt.metaitem.01:32701, Integrated Logic Circuit
gregtech:gt.metaitem.01:32702, Good Electronic Circuit
gregtech:gt.metaitem.01:32703, Processor Assembly
gregtech:gt.metaitem.01:32704, Workstation
gregtech:gt.metaitem.01:32705, Mainframe
gregtech:gt.metaitem.01:32706, Nano Mainframe
gregtech:gt.metaitem.01:32707, Data Orb
gregtech:gt.metaitem.01:32708, Data Stick
gregtech:gt.metaitem.01:32709, Cover Copy/Paste tool
gregtech:gt.metaitem.01:32709, Cover Copy/Paste tool
gregtech:gt.metaitem.01:32710, Coated Circuit Board
gregtech:gt.metaitem.01:32711, Epoxy Circuit Board
gregtech:gt.metaitem.01:32712, Multilayer Fiber-Reinforced Circuit Board
gregtech:gt.metaitem.01:32713, Engraved Crystal Chip
gregtech:gt.metaitem.01:32714, Engraved Lapotron Chip
gregtech:gt.metaitem.01:32715, Diode
gregtech:gt.metaitem.01:32716, Resistor
gregtech:gt.metaitem.01:32717, Transistor
gregtech:gt.metaitem.01:32718, Capacitor
gregtech:gt.metaitem.01:32719, Phenolic Circuit Board
gregtech:gt.metaitem.01:32720, Fiber-Reinforced Circuit Board
gregtech:gt.metaitem.01:32721, Diamond Sawblade
gregtech:gt.metaitem.01:32722, Diamond Grinding Head
gregtech:gt.metaitem.01:32723, Tungsten Grinding Head
gregtech:gt.metaitem.01:32724, Quantum Eye
gregtech:gt.metaitem.01:32725, Quantum Star
gregtech:gt.metaitem.01:32726, Gravi Star
gregtech:gt.metaitem.01:32728, Lock Upgrade
gregtech:gt.metaitem.01:32729, Item Filter
gregtech:gt.metaitem.01:32730, Machine Controller Cover
gregtech:gt.metaitem.01:32731, Activity Detector Cover
gregtech:gt.metaitem.01:32732, Fluid Detector Cover
gregtech:gt.metaitem.01:32733, Item Detector Cover
gregtech:gt.metaitem.01:32734, Energy Detector Cover
gregtech:gt.metaitem.01:32735, Player Detector Cover
gregtech:gt.metaitem.01:32736, Energy Module
gregtech:gt.metaitem.01:32736, Energy Module
gregtech:gt.metaitem.01:32737, Energy Cluster
gregtech:gt.metaitem.01:32737, Energy Cluster
gregtech:gt.metaitem.01:32740, Computer Monitor Cover
gregtech:gt.metaitem.01:32741, Redstone Transmitter
gregtech:gt.metaitem.01:32742, Redstone Transmitter (Internal)
gregtech:gt.metaitem.01:32744, Crafting Table Cover
gregtech:gt.metaitem.01:32745, Drain Module Cover
gregtech:gt.metaitem.01:32746, Redstone Receiver
gregtech:gt.metaitem.01:32747, Wireless Machine Controller Cover
gregtech:gt.metaitem.01:32748, Needs Maintenance Cover
gregtech:gt.metaitem.01:32749, Shutter Module Cover
gregtech:gt.metaitem.01:32750, Solar Panel
gregtech:gt.metaitem.01:32751, Solar Panel (8V)
gregtech:gt.metaitem.01:32752, Solar Panel (LV)
gregtech:gt.metaitem.01:32753, Solar Panel (MV)
gregtech:gt.metaitem.01:32754, Solar Panel (HV)
gregtech:gt.metaitem.01:32755, Solar Panel (EV)
gregtech:gt.metaitem.01:32756, Solar Panel (IV)
gregtech:gt.metaitem.01:32757, Solar Panel (LuV)
gregtech:gt.metaitem.01:32758, Solar Panel (ZPM)
gregtech:gt.metaitem.01:32759, Solar Panel (UV)
gregtech:gt.metaitem.01:32761, Debug Scanner
gregtech:gt.metaitem.01:32761, Debug Scanner
gregtech:gt.metaitem.01:32762, Portable Scanner
gregtech:gt.metaitem.01:32762, Portable Scanner
gregtech:gt.metaitem.01:32763, GregTech Sensor Kit
gregtech:gt.metaitem.01:32764, BrainTech Aerospace Advanced Reinforced Duct Tape FAL-84
gregtech:gt.metaitem.01:32765, Mc Guffium 239
gregtech:gt.metaitem.02:16008, Beryllium Turbine Blade
gregtech:gt.metaitem.02:16010, Carbon Turbine Blade
gregtech:gt.metaitem.02:16019, Aluminium Turbine Blade
gregtech:gt.metaitem.02:16028, Titanium Turbine Blade
gregtech:gt.metaitem.02:16030, Chrome Turbine Blade
gregtech:gt.metaitem.02:16031, Manganese Turbine Blade
gregtech:gt.metaitem.02:16032, Iron Turbine Blade
gregtech:gt.metaitem.02:16033, Cobalt Turbine Blade
gregtech:gt.metaitem.02:16034, Nickel Turbine Blade
gregtech:gt.metaitem.02:16048, Molybdenum Turbine Blade
gregtech:gt.metaitem.02:16052, Palladium Turbine Blade
gregtech:gt.metaitem.02:16054, Silver Turbine Blade
gregtech:gt.metaitem.02:16067, Neodymium Turbine Blade
gregtech:gt.metaitem.02:16081, Tungsten Turbine Blade
gregtech:gt.metaitem.02:16083, Osmium Turbine Blade
gregtech:gt.metaitem.02:16084, Iridium Turbine Blade
gregtech:gt.metaitem.02:16085, Platinum Turbine Blade
gregtech:gt.metaitem.02:16086, Gold Turbine Blade
gregtech:gt.metaitem.02:16089, Lead Turbine Blade
gregtech:gt.metaitem.02:16090, Bismuth Turbine Blade
gregtech:gt.metaitem.02:16096, Thorium Turbine Blade
gregtech:gt.metaitem.02:16097, Uranium 235 Turbine Blade
gregtech:gt.metaitem.02:16098, Uranium 238 Turbine Blade
gregtech:gt.metaitem.02:16100, Plutonium 239 Turbine Blade
gregtech:gt.metaitem.02:16101, Plutonium 241 Turbine Blade
gregtech:gt.metaitem.02:16111, Purified Tengam Turbine Blade
gregtech:gt.metaitem.02:16112, Attuned Tengam Turbine Blade
gregtech:gt.metaitem.02:16129, Neutronium Turbine Blade
gregtech:gt.metaitem.02:16139, Universium Turbine Blade
gregtech:gt.metaitem.02:16141, Eternity Turbine Blade
gregtech:gt.metaitem.02:16143, Magmatter Turbine Blade
gregtech:gt.metaitem.02:16147, Six-Phased Copper Turbine Blade
gregtech:gt.metaitem.02:16148, Mellion Turbine Blade
gregtech:gt.metaitem.02:16149, Creon Turbine Blade
gregtech:gt.metaitem.02:16201, Manasteel Turbine Blade
gregtech:gt.metaitem.02:16202, Terrasteel Turbine Blade
gregtech:gt.metaitem.02:16203, Elven Elementium Turbine Blade
gregtech:gt.metaitem.02:16205, Gaia Spirit Turbine Blade
gregtech:gt.metaitem.02:16300, Bronze Turbine Blade
gregtech:gt.metaitem.02:16301, Brass Turbine Blade
gregtech:gt.metaitem.02:16302, Invar Turbine Blade
gregtech:gt.metaitem.02:16303, Electrum Turbine Blade
gregtech:gt.metaitem.02:16304, Wrought Iron Turbine Blade
gregtech:gt.metaitem.02:16305, Steel Turbine Blade
gregtech:gt.metaitem.02:16306, Stainless Steel Turbine Blade
gregtech:gt.metaitem.02:16307, Pig Iron Turbine Blade
gregtech:gt.metaitem.02:16310, Cupronickel Turbine Blade
gregtech:gt.metaitem.02:16311, Nichrome Turbine Blade
gregtech:gt.metaitem.02:16312, Kanthal Turbine Blade
gregtech:gt.metaitem.02:16313, Magnalium Turbine Blade
gregtech:gt.metaitem.02:16316, Tungstensteel Turbine Blade
gregtech:gt.metaitem.02:16317, Osmiridium Turbine Blade
gregtech:gt.metaitem.02:16318, Sunnarium Turbine Blade
gregtech:gt.metaitem.02:16319, Adamantium Turbine Blade
gregtech:gt.metaitem.02:16320, Fluxed Electrum Turbine Blade
gregtech:gt.metaitem.02:16321, Enderium Turbine Blade
gregtech:gt.metaitem.02:16323, Infused Gold Turbine Blade
gregtech:gt.metaitem.02:16324, Naquadah Turbine Blade
gregtech:gt.metaitem.02:16325, Naquadah Alloy Turbine Blade
gregtech:gt.metaitem.02:16326, Enriched Naquadah Turbine Blade
gregtech:gt.metaitem.02:16327, Naquadria Turbine Blade
gregtech:gt.metaitem.02:16328, Duranium Turbine Blade
gregtech:gt.metaitem.02:16329, Tritanium Turbine Blade
gregtech:gt.metaitem.02:16330, Thaumium Turbine Blade
gregtech:gt.metaitem.02:16331, Mithril Turbine Blade
gregtech:gt.metaitem.02:16333, Astral Silver Turbine Blade
gregtech:gt.metaitem.02:16334, Black Steel Turbine Blade
gregtech:gt.metaitem.02:16335, Damascus Steel Turbine Blade
gregtech:gt.metaitem.02:16336, Shadow Iron Turbine Blade
gregtech:gt.metaitem.02:16337, Shadow Steel Turbine Blade
gregtech:gt.metaitem.02:16338, Ironwood Turbine Blade
gregtech:gt.metaitem.02:16339, Steeleaf Turbine Blade
gregtech:gt.metaitem.02:16340, Meteoric Iron Turbine Blade
gregtech:gt.metaitem.02:16341, Meteoric Steel Turbine Blade
gregtech:gt.metaitem.02:16342, Deep Dark Iron Turbine Blade
gregtech:gt.metaitem.02:16343, Cobalt Brass Turbine Blade
gregtech:gt.metaitem.02:16344, Ultimet Turbine Blade
gregtech:gt.metaitem.02:16346, Fiery Steel Turbine Blade
gregtech:gt.metaitem.02:16348, Red Steel Turbine Blade
gregtech:gt.metaitem.02:16349, Blue Steel Turbine Blade
gregtech:gt.metaitem.02:16350, Sterling Silver Turbine Blade
gregtech:gt.metaitem.02:16351, Rose Gold Turbine Blade
gregtech:gt.metaitem.02:16352, Black Bronze Turbine Blade
gregtech:gt.metaitem.02:16353, Bismuth Bronze Turbine Blade
gregtech:gt.metaitem.02:16354, Magnetic Iron Turbine Blade
gregtech:gt.metaitem.02:16355, Magnetic Steel Turbine Blade
gregtech:gt.metaitem.02:16356, Magnetic Neodymium Turbine Blade
gregtech:gt.metaitem.02:16362, Knightmetal Turbine Blade
gregtech:gt.metaitem.02:16363, Tin Alloy Turbine Blade
gregtech:gt.metaitem.02:16364, Dark Steel Turbine Blade
gregtech:gt.metaitem.02:16365, Electrical Steel Turbine Blade
gregtech:gt.metaitem.02:16366, Energetic Alloy Turbine Blade
gregtech:gt.metaitem.02:16367, Vibrant Alloy Turbine Blade
gregtech:gt.metaitem.02:16368, Shadow Metal Turbine Blade
gregtech:gt.metaitem.02:16369, Conductive Iron Turbine Blade
gregtech:gt.metaitem.02:16370, Tungstencarbide Turbine Blade
gregtech:gt.metaitem.02:16371, Vanadiumsteel Turbine Blade
gregtech:gt.metaitem.02:16372, HSS-G Turbine Blade
gregtech:gt.metaitem.02:16373, HSS-E Turbine Blade
gregtech:gt.metaitem.02:16374, HSS-S Turbine Blade
gregtech:gt.metaitem.02:16378, Pulsating Iron Turbine Blade
gregtech:gt.metaitem.02:16379, Soularium Turbine Blade
gregtech:gt.metaitem.02:16380, Enderium Base Turbine Blade
gregtech:gt.metaitem.02:16381, Redstone Alloy Turbine Blade
gregtech:gt.metaitem.02:16382, Ardite Turbine Blade
gregtech:gt.metaitem.02:16383, Reinforced Turbine Blade
gregtech:gt.metaitem.02:16384, Galgadorian Turbine Blade
gregtech:gt.metaitem.02:16385, Enhanced Galgadorian Turbine Blade
gregtech:gt.metaitem.02:16386, Manyullyn Turbine Blade
gregtech:gt.metaitem.02:16387, Mytryl Turbine Blade
gregtech:gt.metaitem.02:16388, Black Plutonium Turbine Blade
gregtech:gt.metaitem.02:16389, Callisto Ice Turbine Blade
gregtech:gt.metaitem.02:16390, Ledox Turbine Blade
gregtech:gt.metaitem.02:16391, Quantium Turbine Blade
gregtech:gt.metaitem.02:16392, Duralumin Turbine Blade
gregtech:gt.metaitem.02:16393, Oriharukon Turbine Blade
gregtech:gt.metaitem.02:16394, Infinity Catalyst Turbine Blade
gregtech:gt.metaitem.02:16397, Infinity Turbine Blade
gregtech:gt.metaitem.02:16398, Mysterious Crystal Turbine Blade
gregtech:gt.metaitem.02:16399, Magnetic Samarium Turbine Blade
gregtech:gt.metaitem.02:16400, Obzinite Turbine Blade
gregtech:gt.metaitem.02:16401, End Steel Turbine Blade
gregtech:gt.metaitem.02:16402, Clay Compound Turbine Blade
gregtech:gt.metaitem.02:16403, Crystalline Alloy Turbine Blade
gregtech:gt.metaitem.02:16404, Melodic Alloy Turbine Blade
gregtech:gt.metaitem.02:16405, Stellar Alloy Turbine Blade
gregtech:gt.metaitem.02:16406, Crystalline Pink Slime Turbine Blade
gregtech:gt.metaitem.02:16407, Energetic Silver Turbine Blade
gregtech:gt.metaitem.02:16408, Vivid Alloy Turbine Blade
gregtech:gt.metaitem.02:16470, Epoxid Turbine Blade
gregtech:gt.metaitem.02:16472, Polycaprolactam (PCL) Turbine Blade
gregtech:gt.metaitem.02:16485, Alduorite Turbine Blade
gregtech:gt.metaitem.02:16488, Rubracium Turbine Blade
gregtech:gt.metaitem.02:16489, Vulcanite Turbine Blade
gregtech:gt.metaitem.02:16521, Force Turbine Blade
gregtech:gt.metaitem.02:16529, Vinteum Turbine Blade
gregtech:gt.metaitem.02:16537, Jade Turbine Blade
gregtech:gt.metaitem.02:16576, TPV-Alloy Turbine Blade
gregtech:gt.metaitem.02:16581, Transcendent Metal Turbine Blade
gregtech:gt.metaitem.02:16585, White Dwarf Matter Turbine Blade
gregtech:gt.metaitem.02:16586, Black Dwarf Matter Turbine Blade
gregtech:gt.metaitem.02:16588, SpaceTime Turbine Blade
gregtech:gt.metaitem.02:16610, Fiber-Reinforced Epoxy Resin Turbine Blade
gregtech:gt.metaitem.02:16613, Nickel-Zinc Ferrite Turbine Blade
gregtech:gt.metaitem.02:16770, Endium Turbine Blade
gregtech:gt.metaitem.02:16819, Graphene Turbine Blade
gregtech:gt.metaitem.02:16829, Deep Iron Turbine Blade
gregtech:gt.metaitem.02:16868, Trinium Turbine Blade
gregtech:gt.metaitem.02:16884, Desh Turbine Blade
gregtech:gt.metaitem.02:16912, Chrysotile Turbine Blade
gregtech:gt.metaitem.02:16913, Realgar Turbine Blade
gregtech:gt.metaitem.02:16951, Vyroxeres Turbine Blade
gregtech:gt.metaitem.02:16952, Ceruclase Turbine Blade
gregtech:gt.metaitem.02:16966, Orichalcum Turbine Blade
gregtech:gt.metaitem.02:16970, Void Metal Turbine Blade
gregtech:gt.metaitem.02:16975, Draconium Turbine Blade
gregtech:gt.metaitem.02:16976, Awakened Draconium Turbine Blade
gregtech:gt.metaitem.02:16977, Blood Infused Iron Turbine Blade
gregtech:gt.metaitem.02:16978, Ichorium Turbine Blade
gregtech:gt.metaitem.02:16979, Radox Polymer Turbine Blade
